strategy,run_idx,candidate_lock_flag,propagating_flag,period,clock_signature_drift,phase_signature_std_mean,centroid_displacement,nonvac_final
random4,126,False,False,,0.7737769928019196,0.0497521971174236,0.2494852244786593,3734
random4,127,False,False,,0.7657458011197015,0.05123666259951339,0.24745042720936486,3731
random4,128,False,False,,0.7296665333688793,0.0468640481332022,0.25275646468643176,3736
random4,129,False,False,,0.6405014218430641,0.044504548560123765,0.24497417539475833,3737
random4,130,False,False,,0.7738269794721407,0.05043565532191544,0.253232284425843,3733
random4,131,False,False,,0.711549142450902,0.04783854210846502,0.25079088962658325,3742
random4,132,False,False,,0.646849728961166,0.04448887161870101,0.25702911311907906,3603
random4,133,False,False,,0.6379743179596552,0.04275075989012275,0.2557475658451894,3607
random4,134,False,False,,0.7727883675464321,0.05096468639120363,0.24680612808536667,3745
random4,135,False,False,,0.8236025948635919,0.051475783252632634,0.25464769259110615,3734
random4,136,False,False,,0.6462721052163868,0.04344198791135703,0.25322113181509215,3735
random4,137,False,False,,0.772960543854972,0.04895686626542715,0.4722231649983658,971
random4,138,False,False,,0.7647571758642139,0.049160527434105865,0.24921214161847347,3739
random4,139,False,False,,0.7888840753576823,0.05134019166842322,0.25217702529385544,3728
random4,140,False,False,,0.7351761752421577,0.04842450673727372,0.25106075897819563,3739
random4,141,False,False,,0.8327168310672709,0.05044055282711271,0.24702117192222128,3737
random4,142,False,False,,0.7743101839509464,0.05076927177529053,0.24964151428174633,3730
random4,143,False,False,,0.8501121923042744,0.05261678203490341,0.248553544890854,3735
random4,144,False,False,,0.7822136319203766,0.051302088235876814,0.2510004194298325,3735
random4,145,False,False,,0.611131476050831,0.04223575012027069,0.25300224232986185,3736
random4,146,False,False,,0.7601472940549187,0.05008342134900289,0.24827120212796927,3733
random4,147,False,False,,0.7839798276015285,0.05040940423411819,0.25244158612872586,3735
random4,148,False,False,,0.7984870701146362,0.05185162336696066,0.24250458281028325,3733
random4,149,False,False,,0.7351928374655646,0.04859107270563839,0.2513621262635414,3741
random4,150,False,False,,0.6491824402381586,0.04408427473121052,0.25096714804393794,3739
random4,151,False,False,,0.6896049942237626,0.04542028548727159,0.24734203921934422,3744
random4,152,False,False,,0.6797520661157025,0.0430626052510493,0.25032222691473777,3730
random4,153,False,False,,0.7009741846618679,0.042823154824685634,0.25044991675068223,3732
random4,154,False,False,,0.7729883142273173,0.05122888283626192,0.24844381089376535,3739
random4,155,False,False,,0.644139340620279,0.04217782678299977,0.2516280334069976,3738
random4,156,False,False,,0.7879732071447615,0.05257584876568855,0.24695825818634204,3730
random4,157,False,False,,0.7553041411179242,0.048225902401472114,0.24761988671936286,3726
random4,158,False,False,,0.7640295921087711,0.04969980537798633,0.251778943120795,3729
random4,159,False,False,,0.7538378654581,0.04972144925360166,0.24702117192222128,3737
random4,160,False,False,,0.5557295832222519,0.038607432621448654,0.2479061655201642,3733
random4,161,False,False,,0.7431962587754377,0.049025416598416,0.249478532645948,3735
random4,162,False,False,,0.6462721052163868,0.04344198791135703,0.24991147958789076,3734
