s_id,label,phase_idx,phase_label,phase_angle_deg,phase_order,phase_sector_mod3,phase_sector_mod4,q_id,q_label,q_order,q_inverse_id,q_family_tag,q_g2_proxy_tag,q_support_size,q_support_mask_bin,q_has_e000,q_has_e111,order,inverse_sid,square_sid,cube_sid,neg_phase_sid,is_self_inverse,inner_conj_l_orbit_size,inner_conj_r_orbit_size,q_conj_l_rep,q_conj_r_rep,q_centralizer_size,s_centralizer_size,conj_class_id_l,conj_class_id_r,q_e000,q_e001,q_e010,q_e011,q_e100,q_e101,q_e110,q_e111,c_e000,c_e001,c_e010,c_e011,c_e100,c_e101,c_e110,c_e111
668,zeta12^2*(1/2*e000 + -1/2*e001 + -1/2*e100 + 1/2*e111),2,zeta12^2,60.0,6,2,2,188,1/2*e000 + -1/2*e001 + -1/2*e100 + 1/2*e111,6,233,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,6,2633,966,1440,2108,false,29,29,188,188,6,72,p2_ql188,p2_qr188,1/2,-1/2,0,0,-1/2,0,0,1/2,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg)
669,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),2,zeta12^2,60.0,6,2,2,189,1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111,6,232,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,6,2632,967,1440,2109,false,29,29,188,188,6,72,p2_ql188,p2_qr188,1/2,-1/2,0,0,1/2,0,0,-1/2,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg)
670,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111),2,zeta12^2,60.0,6,2,2,190,1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111,6,231,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,6,2631,968,1440,2110,false,29,29,187,187,6,72,p2_ql187,p2_qr187,1/2,-1/2,0,0,1/2,0,0,1/2,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg)
671,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e011 + -1/2*e101),2,zeta12^2,60.0,6,2,2,191,1/2*e000 + -1/2*e001 + 1/2*e011 + -1/2*e101,6,230,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,6,2630,969,1440,2111,false,29,29,186,186,6,72,p2_ql186,p2_qr186,1/2,-1/2,0,1/2,0,-1/2,0,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,0
672,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101),2,zeta12^2,60.0,6,2,2,192,1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101,6,229,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,6,2629,970,1440,2112,false,29,29,185,185,6,72,p2_ql185,p2_qr185,1/2,-1/2,0,1/2,0,1/2,0,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,0
673,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110),2,zeta12^2,60.0,6,2,2,193,1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110,6,228,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,6,2628,971,1440,2113,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,-1/2,1/2,0,0,0,-1/2,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,0,-1/2*exp(i*60.0deg),0
674,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e010 + 1/2*e110),2,zeta12^2,60.0,6,2,2,194,1/2*e000 + -1/2*e001 + 1/2*e010 + 1/2*e110,6,227,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,6,2627,972,1440,2114,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,-1/2,1/2,0,0,0,1/2,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,0,1/2*exp(i*60.0deg),0
675,zeta12^2*(1/2*e000 + -1/2*e010 + -1/2*e011 + -1/2*e100),2,zeta12^2,60.0,6,2,2,195,1/2*e000 + -1/2*e010 + -1/2*e011 + -1/2*e100,6,226,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2626,973,1440,2115,false,29,29,189,189,6,72,p2_ql189,p2_qr189,1/2,0,-1/2,-1/2,-1/2,0,0,0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,0
676,zeta12^2*(1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100),2,zeta12^2,60.0,6,2,2,196,1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100,6,225,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2625,974,1440,2116,false,29,29,187,187,6,72,p2_ql187,p2_qr187,1/2,0,-1/2,-1/2,1/2,0,0,0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,0
677,zeta12^2*(1/2*e000 + -1/2*e010 + -1/2*e101 + -1/2*e111),2,zeta12^2,60.0,6,2,2,197,1/2*e000 + -1/2*e010 + -1/2*e101 + -1/2*e111,6,224,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2624,975,1440,2117,false,29,29,186,186,6,72,p2_ql186,p2_qr186,1/2,0,-1/2,0,0,-1/2,0,-1/2,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg)
678,zeta12^2*(1/2*e000 + -1/2*e010 + 1/2*e101 + -1/2*e111),2,zeta12^2,60.0,6,2,2,198,1/2*e000 + -1/2*e010 + 1/2*e101 + -1/2*e111,6,223,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2623,976,1440,2118,false,29,29,185,185,6,72,p2_ql185,p2_qr185,1/2,0,-1/2,0,0,1/2,0,-1/2,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg)
679,zeta12^2*(1/2*e000 + -1/2*e010 + -1/2*e101 + 1/2*e111),2,zeta12^2,60.0,6,2,2,199,1/2*e000 + -1/2*e010 + -1/2*e101 + 1/2*e111,6,222,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2622,977,1440,2119,false,29,29,186,186,6,72,p2_ql186,p2_qr186,1/2,0,-1/2,0,0,-1/2,0,1/2,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg)
680,zeta12^2*(1/2*e000 + -1/2*e010 + 1/2*e101 + 1/2*e111),2,zeta12^2,60.0,6,2,2,200,1/2*e000 + -1/2*e010 + 1/2*e101 + 1/2*e111,6,221,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2621,978,1440,2120,false,29,29,185,185,6,72,p2_ql185,p2_qr185,1/2,0,-1/2,0,0,1/2,0,1/2,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg)
681,zeta12^2*(1/2*e000 + -1/2*e010 + 1/2*e011 + -1/2*e100),2,zeta12^2,60.0,6,2,2,201,1/2*e000 + -1/2*e010 + 1/2*e011 + -1/2*e100,6,220,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2620,979,1440,2121,false,29,29,185,185,6,72,p2_ql185,p2_qr185,1/2,0,-1/2,1/2,-1/2,0,0,0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,0
682,zeta12^2*(1/2*e000 + -1/2*e010 + 1/2*e011 + 1/2*e100),2,zeta12^2,60.0,6,2,2,202,1/2*e000 + -1/2*e010 + 1/2*e011 + 1/2*e100,6,219,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2619,980,1440,2122,false,29,29,185,185,6,72,p2_ql185,p2_qr185,1/2,0,-1/2,1/2,1/2,0,0,0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,0
683,zeta12^2*(1/2*e000 + -1/2*e011 + -1/2*e110 + -1/2*e111),2,zeta12^2,60.0,6,2,2,203,1/2*e000 + -1/2*e011 + -1/2*e110 + -1/2*e111,6,218,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2618,981,1440,2123,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,-1/2,0,0,-1/2,-1/2,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg)
684,zeta12^2*(1/2*e000 + -1/2*e011 + -1/2*e110 + 1/2*e111),2,zeta12^2,60.0,6,2,2,204,1/2*e000 + -1/2*e011 + -1/2*e110 + 1/2*e111,6,217,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2617,982,1440,2124,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,-1/2,0,0,-1/2,1/2,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg)
685,zeta12^2*(1/2*e000 + -1/2*e011 + 1/2*e110 + -1/2*e111),2,zeta12^2,60.0,6,2,2,205,1/2*e000 + -1/2*e011 + 1/2*e110 + -1/2*e111,6,216,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2616,983,1440,2125,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,-1/2,0,0,1/2,-1/2,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg)
686,zeta12^2*(1/2*e000 + -1/2*e011 + 1/2*e110 + 1/2*e111),2,zeta12^2,60.0,6,2,2,206,1/2*e000 + -1/2*e011 + 1/2*e110 + 1/2*e111,6,215,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2615,984,1440,2126,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,-1/2,0,0,1/2,1/2,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg)
687,zeta12^2*(1/2*e000 + -1/2*e100 + -1/2*e101 + -1/2*e110),2,zeta12^2,60.0,6,2,2,207,1/2*e000 + -1/2*e100 + -1/2*e101 + -1/2*e110,6,214,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2614,985,1440,2127,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,0,-1/2,-1/2,-1/2,0,1/2*exp(i*60.0deg),0,0,0,-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0
688,zeta12^2*(1/2*e000 + -1/2*e100 + 1/2*e101 + -1/2*e110),2,zeta12^2,60.0,6,2,2,208,1/2*e000 + -1/2*e100 + 1/2*e101 + -1/2*e110,6,213,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2613,986,1440,2128,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,0,-1/2,1/2,-1/2,0,1/2*exp(i*60.0deg),0,0,0,-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0
689,zeta12^2*(1/2*e000 + -1/2*e100 + -1/2*e101 + 1/2*e110),2,zeta12^2,60.0,6,2,2,209,1/2*e000 + -1/2*e100 + -1/2*e101 + 1/2*e110,6,212,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2612,987,1440,2129,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,0,-1/2,-1/2,1/2,0,1/2*exp(i*60.0deg),0,0,0,-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0
690,zeta12^2*(1/2*e000 + -1/2*e100 + 1/2*e101 + 1/2*e110),2,zeta12^2,60.0,6,2,2,210,1/2*e000 + -1/2*e100 + 1/2*e101 + 1/2*e110,6,211,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2611,988,1440,2130,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,0,-1/2,1/2,1/2,0,1/2*exp(i*60.0deg),0,0,0,-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0
691,zeta12^2*(1/2*e000 + 1/2*e100 + -1/2*e101 + -1/2*e110),2,zeta12^2,60.0,6,2,2,211,1/2*e000 + 1/2*e100 + -1/2*e101 + -1/2*e110,6,210,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2610,989,1440,2131,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,0,1/2,-1/2,-1/2,0,1/2*exp(i*60.0deg),0,0,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0
692,zeta12^2*(1/2*e000 + 1/2*e100 + 1/2*e101 + -1/2*e110),2,zeta12^2,60.0,6,2,2,212,1/2*e000 + 1/2*e100 + 1/2*e101 + -1/2*e110,6,209,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2609,990,1440,2132,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,0,1/2,1/2,-1/2,0,1/2*exp(i*60.0deg),0,0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0
693,zeta12^2*(1/2*e000 + 1/2*e100 + -1/2*e101 + 1/2*e110),2,zeta12^2,60.0,6,2,2,213,1/2*e000 + 1/2*e100 + -1/2*e101 + 1/2*e110,6,208,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2608,991,1440,2133,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,0,1/2,-1/2,1/2,0,1/2*exp(i*60.0deg),0,0,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0
694,zeta12^2*(1/2*e000 + 1/2*e100 + 1/2*e101 + 1/2*e110),2,zeta12^2,60.0,6,2,2,214,1/2*e000 + 1/2*e100 + 1/2*e101 + 1/2*e110,6,207,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,6,2607,992,1440,2134,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,0,1/2,1/2,1/2,0,1/2*exp(i*60.0deg),0,0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0
695,zeta12^2*(1/2*e000 + 1/2*e011 + -1/2*e110 + -1/2*e111),2,zeta12^2,60.0,6,2,2,215,1/2*e000 + 1/2*e011 + -1/2*e110 + -1/2*e111,6,206,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2606,993,1440,2135,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,1/2,0,0,-1/2,-1/2,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg)
696,zeta12^2*(1/2*e000 + 1/2*e011 + -1/2*e110 + 1/2*e111),2,zeta12^2,60.0,6,2,2,216,1/2*e000 + 1/2*e011 + -1/2*e110 + 1/2*e111,6,205,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2605,994,1440,2136,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,0,0,1/2,0,0,-1/2,1/2,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg)
697,zeta12^2*(1/2*e000 + 1/2*e011 + 1/2*e110 + -1/2*e111),2,zeta12^2,60.0,6,2,2,217,1/2*e000 + 1/2*e011 + 1/2*e110 + -1/2*e111,6,204,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2604,995,1440,2137,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,1/2,0,0,1/2,-1/2,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg)
698,zeta12^2*(1/2*e000 + 1/2*e011 + 1/2*e110 + 1/2*e111),2,zeta12^2,60.0,6,2,2,218,1/2*e000 + 1/2*e011 + 1/2*e110 + 1/2*e111,6,203,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,6,2603,996,1440,2138,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,0,1/2,0,0,1/2,1/2,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg)
699,zeta12^2*(1/2*e000 + 1/2*e010 + -1/2*e011 + -1/2*e100),2,zeta12^2,60.0,6,2,2,219,1/2*e000 + 1/2*e010 + -1/2*e011 + -1/2*e100,6,202,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2602,997,1440,2139,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,-1/2,-1/2,0,0,0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,0
700,zeta12^2*(1/2*e000 + 1/2*e010 + -1/2*e011 + 1/2*e100),2,zeta12^2,60.0,6,2,2,220,1/2*e000 + 1/2*e010 + -1/2*e011 + 1/2*e100,6,201,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2601,998,1440,2140,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,-1/2,1/2,0,0,0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,0
701,zeta12^2*(1/2*e000 + 1/2*e010 + -1/2*e101 + -1/2*e111),2,zeta12^2,60.0,6,2,2,221,1/2*e000 + 1/2*e010 + -1/2*e101 + -1/2*e111,6,200,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2600,999,1440,2141,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,0,0,-1/2,0,-1/2,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg)
702,zeta12^2*(1/2*e000 + 1/2*e010 + 1/2*e101 + -1/2*e111),2,zeta12^2,60.0,6,2,2,222,1/2*e000 + 1/2*e010 + 1/2*e101 + -1/2*e111,6,199,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2599,1000,1440,2142,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,0,0,1/2,0,-1/2,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg)
703,zeta12^2*(1/2*e000 + 1/2*e010 + -1/2*e101 + 1/2*e111),2,zeta12^2,60.0,6,2,2,223,1/2*e000 + 1/2*e010 + -1/2*e101 + 1/2*e111,6,198,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2598,1001,1440,2143,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,0,0,-1/2,0,1/2,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg)
704,zeta12^2*(1/2*e000 + 1/2*e010 + 1/2*e101 + 1/2*e111),2,zeta12^2,60.0,6,2,2,224,1/2*e000 + 1/2*e010 + 1/2*e101 + 1/2*e111,6,197,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,6,2597,1002,1440,2144,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,0,0,1/2,0,1/2,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg)
705,zeta12^2*(1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100),2,zeta12^2,60.0,6,2,2,225,1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100,6,196,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2596,1003,1440,2145,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,1/2,-1/2,0,0,0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,0
706,zeta12^2*(1/2*e000 + 1/2*e010 + 1/2*e011 + 1/2*e100),2,zeta12^2,60.0,6,2,2,226,1/2*e000 + 1/2*e010 + 1/2*e011 + 1/2*e100,6,195,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,6,2595,1004,1440,2146,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,0,1/2,1/2,1/2,0,0,0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,0
707,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e010 + -1/2*e110),2,zeta12^2,60.0,6,2,2,227,1/2*e000 + 1/2*e001 + -1/2*e010 + -1/2*e110,6,194,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,6,2594,1005,1440,2147,false,29,29,184,184,6,72,p2_ql184,p2_qr184,1/2,1/2,-1/2,0,0,0,-1/2,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,0,-1/2*exp(i*60.0deg),0
708,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110),2,zeta12^2,60.0,6,2,2,228,1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110,6,193,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,6,2593,1006,1440,2148,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,-1/2,0,0,0,1/2,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),-1/2*exp(i*60.0deg),0,0,0,1/2*exp(i*60.0deg),0
709,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101),2,zeta12^2,60.0,6,2,2,229,1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101,6,192,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,6,2592,1007,1440,2149,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,-1/2,0,-1/2,0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,0
710,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e011 + 1/2*e101),2,zeta12^2,60.0,6,2,2,230,1/2*e000 + 1/2*e001 + -1/2*e011 + 1/2*e101,6,191,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,6,2591,1008,1440,2150,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,-1/2,0,1/2,0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,0
711,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111),2,zeta12^2,60.0,6,2,2,231,1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111,6,190,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,6,2590,1009,1440,2151,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,0,-1/2,0,0,-1/2,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg)
712,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111),2,zeta12^2,60.0,6,2,2,232,1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111,6,189,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,6,2589,1010,1440,2152,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,0,-1/2,0,0,1/2,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg)
713,zeta12^2*(1/2*e000 + 1/2*e001 + 1/2*e100 + -1/2*e111),2,zeta12^2,60.0,6,2,2,233,1/2*e000 + 1/2*e001 + 1/2*e100 + -1/2*e111,6,188,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,6,2588,1011,1440,2153,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,0,1/2,0,0,-1/2,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,-1/2*exp(i*60.0deg)
714,zeta12^2*(1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111),2,zeta12^2,60.0,6,2,2,234,1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111,6,187,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,6,2587,1012,1440,2154,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,0,1/2,0,0,1/2,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg),0,0,1/2*exp(i*60.0deg)
715,zeta12^2*(1/2*e000 + 1/2*e001 + 1/2*e011 + -1/2*e101),2,zeta12^2,60.0,6,2,2,235,1/2*e000 + 1/2*e001 + 1/2*e011 + -1/2*e101,6,186,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,6,2586,1013,1440,2155,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,1/2,0,-1/2,0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,-1/2*exp(i*60.0deg),0,0
716,zeta12^2*(1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101),2,zeta12^2,60.0,6,2,2,236,1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101,6,185,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,6,2585,1014,1440,2156,false,29,29,183,183,6,72,p2_ql183,p2_qr183,1/2,1/2,0,1/2,0,1/2,0,0,1/2*exp(i*60.0deg),1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,1/2*exp(i*60.0deg),0,0
