class_id,count,score_photon_like_mean,score_neutrino_like_mean,score_electron_like_mean,score_quark_core_like_mean,score_mediator_w_like_mean,score_unstable_crossmix_like_mean,top_role_1,top_role_1_score,top_role_2,top_role_2_score,top_role_3,top_role_3_score
SC0114,8,0.05,0.08203125,0.2963541666666667,0.5687500000000001,0.6677083333333335,0.6952034135726687,unstable_crossmix_like,0.6952034135726687,mediator_w_like,0.6677083333333335,quark_core_like,0.5687500000000001
SC0115,8,0.25,0.28203125,0.23385416666666667,0.5687500000000001,0.9302083333333334,0.7577034135726687,mediator_w_like,0.9302083333333334,unstable_crossmix_like,0.7577034135726687,quark_core_like,0.5687500000000001
SC0116,8,0.25,0.28203125,0.2838541666666667,0.5687500000000001,0.8802083333333334,0.7077034135726686,mediator_w_like,0.8802083333333334,unstable_crossmix_like,0.7077034135726686,quark_core_like,0.5687500000000001
SC0117,8,0.25,0.28203125,0.23385416666666667,0.5687500000000001,0.9302083333333334,0.7577034135726687,mediator_w_like,0.9302083333333334,unstable_crossmix_like,0.7577034135726687,quark_core_like,0.5687500000000001
SC0118,6,0.06562499999999999,0.10546875,0.6619791666666667,0.8968750000000001,0.2177083333333333,0.6311409135726687,quark_core_like,0.8968750000000001,electron_like,0.6619791666666667,unstable_crossmix_like,0.6311409135726687
SC0119,6,0.06562499999999999,0.10546875,0.5036458333333333,0.8968750000000001,0.6260416666666667,0.639474246906002,quark_core_like,0.8968750000000001,unstable_crossmix_like,0.639474246906002,mediator_w_like,0.6260416666666667
SC0120,6,0.06562499999999999,0.10546875,0.4755208333333334,0.8968750000000001,0.6541666666666667,0.6675992469060019,quark_core_like,0.8968750000000001,unstable_crossmix_like,0.6675992469060019,mediator_w_like,0.6541666666666667
SC0121,6,0.06562499999999999,0.10546875,0.6890625,0.546875,0.19062499999999996,0.6040575802393353,electron_like,0.6890625,unstable_crossmix_like,0.6040575802393353,quark_core_like,0.546875
SC0122,6,0.06562499999999999,0.10546875,0.5296875,0.546875,0.6000000000000001,0.6134325802393352,unstable_crossmix_like,0.6134325802393352,mediator_w_like,0.6000000000000001,quark_core_like,0.546875
SC0123,6,0.06562499999999999,0.10546875,0.5015625,0.546875,0.628125,0.6415575802393353,unstable_crossmix_like,0.6415575802393353,mediator_w_like,0.628125,quark_core_like,0.546875
SC0124,4,0.040625,0.06640625,0.4619791666666667,0.5843750000000001,0.23958333333333337,0.6733284135726686,unstable_crossmix_like,0.6733284135726686,quark_core_like,0.5843750000000001,electron_like,0.4619791666666667
SC0125,4,0.040625,0.06640625,0.3994791666666667,0.5843750000000001,0.30208333333333337,0.7358284135726686,unstable_crossmix_like,0.7358284135726686,quark_core_like,0.5843750000000001,electron_like,0.3994791666666667
SC0126,4,0.040625,0.06640625,0.44947916666666665,0.5843750000000001,0.2520833333333334,0.6858284135726687,unstable_crossmix_like,0.6858284135726687,quark_core_like,0.5843750000000001,electron_like,0.44947916666666665
SC0127,4,0.040625,0.06640625,0.3994791666666667,0.5843750000000001,0.30208333333333337,0.7358284135726686,unstable_crossmix_like,0.7358284135726686,quark_core_like,0.5843750000000001,electron_like,0.3994791666666667
SC0128,4,0.040625,0.06640625,0.3057291666666667,0.5843750000000001,0.6458333333333334,0.6795784135726686,unstable_crossmix_like,0.6795784135726686,mediator_w_like,0.6458333333333334,quark_core_like,0.5843750000000001
SC0129,4,0.240625,0.26640625,0.2432291666666667,0.5843750000000001,0.9083333333333334,0.7420784135726686,mediator_w_like,0.9083333333333334,unstable_crossmix_like,0.7420784135726686,quark_core_like,0.5843750000000001
SC0130,4,0.240625,0.26640625,0.2932291666666667,0.5843750000000001,0.8583333333333335,0.6920784135726686,mediator_w_like,0.8583333333333335,unstable_crossmix_like,0.6920784135726686,quark_core_like,0.5843750000000001
SC0131,4,0.240625,0.26640625,0.2432291666666667,0.5843750000000001,0.9083333333333334,0.7420784135726686,mediator_w_like,0.9083333333333334,unstable_crossmix_like,0.7420784135726686,quark_core_like,0.5843750000000001
SC0132,4,0.040625,0.06640625,0.2713541666666667,0.5843750000000001,0.6802083333333334,0.7139534135726686,unstable_crossmix_like,0.7139534135726686,mediator_w_like,0.6802083333333334,quark_core_like,0.5843750000000001
